Store,Period,Forecast Type,Predicted Sales,Actual Sales,Important Positive Factors,Important Negative Factors,Business Message
526,2015-06-29,Weekly,79653.22,76328.0,"same week last year, promotion activity, recent 12-week average demand","previous period sales, Assortment_b, CompetitionOpenKnown","Weekly demand forecast: 79,653 sales units. Main factors increasing the forecast: same week last year, promotion activity, recent 12-week average demand. Main factors reducing the forecast: previous period sales, Assortment_b, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
526,2015-07-06,Weekly,52322.05,56854.0,"recent 12-week average demand, recent 8-week weighted trend, same week last year","Year, StoreType_d, CompetitionOpenSinceMonth","Weekly demand forecast: 52,322 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, same week last year. Main factors reducing the forecast: Year, StoreType_d, CompetitionOpenSinceMonth. Recommendation: plan higher stock and staffing for this period."
526,2015-07-13,Weekly,71024.06,72081.0,"promotion activity, same week last year, recent 12-week average demand","quarter of year, Year, CompetitionOpenKnown","Weekly demand forecast: 71,024 sales units. Main factors increasing the forecast: promotion activity, same week last year, recent 12-week average demand. Main factors reducing the forecast: quarter of year, Year, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
526,2015-07-20,Weekly,51215.06,48557.0,"recent 12-week average demand, recent 8-week weighted trend, recent 4-week weighted trend","quarter of year, StoreType_d, weekend days","Weekly demand forecast: 51,215 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 4-week weighted trend. Main factors reducing the forecast: quarter of year, StoreType_d, weekend days. Recommendation: plan higher stock and staffing for this period."
526,2015-07-27,Weekly,64194.93,65851.0,"promotion activity, recent 12-week average demand, same week last year","PromoInterval_Jan,Apr,Jul,Oct, state holiday period, CompetitionOpenKnown","Weekly demand forecast: 64,195 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, same week last year. Main factors reducing the forecast: PromoInterval_Jan,Apr,Jul,Oct, state holiday period, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
527,2015-05-04,Weekly,72808.77,74909.0,"same week last year, promotion activity, recent 12-week average demand","PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, long-term promotion participation","Weekly demand forecast: 72,809 sales units. Main factors increasing the forecast: same week last year, promotion activity, recent 12-week average demand. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, long-term promotion participation. Recommendation: plan higher stock and staffing for this period."
527,2015-05-11,Weekly,51979.24,55846.0,"recent 12-week average demand, recent 8-week weighted trend, same week last year","quarter of year, PromoInterval_Jan,Apr,Jul,Oct, PromoInterval_none","Weekly demand forecast: 51,979 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, same week last year. Main factors reducing the forecast: quarter of year, PromoInterval_Jan,Apr,Jul,Oct, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
527,2015-05-18,Weekly,70709.58,70357.0,"recent 12-week average demand, promotion activity, same week last year","Year, PromoInterval_none, long-term promotion participation","Weekly demand forecast: 70,710 sales units. Main factors increasing the forecast: recent 12-week average demand, promotion activity, same week last year. Main factors reducing the forecast: Year, PromoInterval_none, long-term promotion participation. Recommendation: plan higher stock and staffing for this period."
527,2015-05-25,Weekly,53415.81,54960.0,"recent 12-week average demand, same week last year, recent 8-week weighted trend","quarter of year, PromoInterval_none, PromoInterval_Jan,Apr,Jul,Oct","Weekly demand forecast: 53,416 sales units. Main factors increasing the forecast: recent 12-week average demand, same week last year, recent 8-week weighted trend. Main factors reducing the forecast: quarter of year, PromoInterval_none, PromoInterval_Jan,Apr,Jul,Oct. Recommendation: plan higher stock and staffing for this period."
527,2015-06-01,Weekly,72487.45,68896.0,"same week last year, recent 12-week average demand, promotion activity","recent 8-week demand volatility, PromoInterval_Feb,May,Aug,Nov, CompetitionOpenKnown","Weekly demand forecast: 72,487 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, promotion activity. Main factors reducing the forecast: recent 8-week demand volatility, PromoInterval_Feb,May,Aug,Nov, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
527,2015-06-08,Weekly,56049.36,60435.0,"recent 12-week average demand, recent 8-week weighted trend, same week last year","Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 56,049 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, same week last year. Main factors reducing the forecast: Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
527,2015-06-15,Weekly,72276.85,73318.0,"recent 12-week average demand, promotion activity, same week last year","PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 72,277 sales units. Main factors increasing the forecast: recent 12-week average demand, promotion activity, same week last year. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
527,2015-06-22,Weekly,58393.59,59603.0,"recent 12-week average demand, same week last year, recent 8-week weighted trend","Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 58,394 sales units. Main factors increasing the forecast: recent 12-week average demand, same week last year, recent 8-week weighted trend. Main factors reducing the forecast: Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
527,2015-06-29,Weekly,75498.41,75749.0,"same week last year, recent 12-week average demand, promotion activity","Year, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 75,498 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, promotion activity. Main factors reducing the forecast: Year, PromoInterval_none, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
527,2015-07-06,Weekly,59244.61,61272.0,"recent 12-week average demand, same week last year, recent 8-week weighted trend","PromoInterval_Mar,Jun,Sept,Dec, quarter of year, PromoInterval_none","Weekly demand forecast: 59,245 sales units. Main factors increasing the forecast: recent 12-week average demand, same week last year, recent 8-week weighted trend. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, quarter of year, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
527,2015-07-13,Weekly,71558.4,66119.0,"same week last year, recent 12-week average demand, promotion activity","PromoInterval_Feb,May,Aug,Nov, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 71,558 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, promotion activity. Main factors reducing the forecast: PromoInterval_Feb,May,Aug,Nov, PromoInterval_none, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
527,2015-07-20,Weekly,57258.4,51811.0,"recent 12-week average demand, same week last year, recent 8-week weighted trend","quarter of year, CompetitionOpenKnown, PromoInterval_none","Weekly demand forecast: 57,258 sales units. Main factors increasing the forecast: recent 12-week average demand, same week last year, recent 8-week weighted trend. Main factors reducing the forecast: quarter of year, CompetitionOpenKnown, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
527,2015-07-27,Weekly,65656.54,61074.0,"recent 12-week average demand, promotion activity, same week last year","Promo2SinceYear, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 65,657 sales units. Main factors increasing the forecast: recent 12-week average demand, promotion activity, same week last year. Main factors reducing the forecast: Promo2SinceYear, PromoInterval_none, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
528,2015-05-04,Weekly,73238.26,72026.0,"promotion activity, same week last year, recent 12-week average demand","PromoInterval_Mar,Jun,Sept,Dec, Year, CompetitionOpenKnown","Weekly demand forecast: 73,238 sales units. Main factors increasing the forecast: promotion activity, same week last year, recent 12-week average demand. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, Year, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
528,2015-05-11,Weekly,46492.91,48291.0,"recent 12-week average demand, recent 8-week weighted trend, recent 4-week weighted trend","quarter of year, state holiday period, Year","Weekly demand forecast: 46,493 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 4-week weighted trend. Main factors reducing the forecast: quarter of year, state holiday period, Year. Recommendation: maintain standard inventory levels; monitor demand changes."
528,2015-05-18,Weekly,69976.05,71145.0,"promotion activity, recent 12-week average demand, same week last year","state holiday period, Year, CompetitionOpenKnown","Weekly demand forecast: 69,976 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, same week last year. Main factors reducing the forecast: state holiday period, Year, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
