Store,Period,Forecast Type,Predicted Sales,Important Positive Factors,Important Negative Factors,Forecast Summary
827,2015-06-29,Weekly,99378.2,"sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","recent 12-week sales variability, calendar year, recent 4-week sales variability","Weekly predicted sales: 99,378. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend. Main factors decreasing the model prediction: recent 12-week sales variability, calendar year, recent 4-week sales variability."
827,2015-07-06,Weekly,78901.33,"sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","promotion activity, time progression, calendar year","Weekly predicted sales: 78,901. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, time progression, calendar year."
827,2015-07-13,Weekly,103399.62,"sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","week of year, calendar year, month-start timing","Weekly predicted sales: 103,400. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend. Main factors decreasing the model prediction: week of year, calendar year, month-start timing."
827,2015-07-20,Weekly,76457.5,"sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","promotion activity, school holiday period, time progression","Weekly predicted sales: 76,458. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, school holiday period, time progression."
827,2015-07-27,Weekly,91023.95,"sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","weekend days, number of open days, school holiday period","Weekly predicted sales: 91,024. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend. Main factors decreasing the model prediction: weekend days, number of open days, school holiday period."
828,2015-05-04,Weekly,35558.93,"promotion activity, week of year, number of open days","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 35,559. Main factors increasing the model prediction: promotion activity, week of year, number of open days. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
828,2015-05-11,Weekly,24723.2,"recent 12-week sales variability, school holiday period, StoreType_a","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 24,723. Main factors increasing the model prediction: recent 12-week sales variability, school holiday period, StoreType_a. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
828,2015-05-18,Weekly,32563.42,"promotion activity, number of open days, time since previous promotion","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 32,563. Main factors increasing the model prediction: promotion activity, number of open days, time since previous promotion. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
828,2015-05-25,Weekly,23966.26,"week of year, school holiday period, StoreType_a","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 23,966. Main factors increasing the model prediction: week of year, school holiday period, StoreType_a. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
828,2015-06-01,Weekly,37447.42,"promotion activity, month-start timing, week of year","recent 12-week average sales, recent 4-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 37,447. Main factors increasing the model prediction: promotion activity, month-start timing, week of year. Main factors decreasing the model prediction: recent 12-week average sales, recent 4-week average sales, sales fifty-two weeks ago."
828,2015-06-08,Weekly,25407.62,"number of open days, week of year, school holiday period","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 25,408. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
828,2015-06-15,Weekly,36347.1,"promotion activity, number of open days, school holiday period","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 36,347. Main factors increasing the model prediction: promotion activity, number of open days, school holiday period. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
828,2015-06-22,Weekly,25589.98,"number of open days, week of year, school holiday period","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 25,590. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
828,2015-06-29,Weekly,37788.08,"promotion activity, month-start timing, number of open days","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 37,788. Main factors increasing the model prediction: promotion activity, month-start timing, number of open days. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
828,2015-07-06,Weekly,25478.49,"number of open days, week of year, school holiday period","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 25,478. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
828,2015-07-13,Weekly,33583.29,"promotion activity, number of open days, time since previous promotion","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 33,583. Main factors increasing the model prediction: promotion activity, number of open days, time since previous promotion. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
